0,Victoria  Seychelles,NA,4,-4.625,55.445,178,"Data Version: 3.7 / Type: Timeseries / LatLon Resolution: 0.010 / Time Resolution: 60 minutes / Averaging Method: End of Period / TD: No / Copyright 2010-2023 Clean Power Research®, L.L.C. DownloadID=3ffd98bd-4956-4eed-814d-814670744ada",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date (MM/DD/YYYY),Time (HH:MM),ETR (W/m^2),ETRN (W/m^2),GHI (W/m^2),GHI source,GHI uncert (%),DNI (W/m^2)),DNI source,DNI uncert (%),DHI (W/m^2),DHI source,DHI uncert (%),GH illum (lx),GH illum source,Global illum uncert (%),DN illum (lx),DN illum source,DN illum uncert (%),DH illum (lx),DH illum source,DH illum uncert (%),Zenith lum (cd/m^2),Zenith lum source,Zenith lum uncert (%),TotCld (tenths),TotCld source,TotCld uncert (code),OpqCld (tenths),OpqCld source,OpqCld uncert (code),Dry-bulb (C),Dry-bulb source,Dry-bulb uncert (code),Dew-point (C),Dew-point source,Dew-point uncert (code),RHum (%),RHum source,RHum uncert (code),Pressure (mbar),Pressure source,Pressure uncert (code),Wdir (degrees),Wdir source,Wdir uncert (code),Wspd (m/s),Wspd source,Wspd uncert (code),Hvis (m),Hvis source,Hvis uncert (code),CeilHgt (m),CeilHgt source,CeilHgt uncert (code),Pwat (cm),Pwat source,Pwat uncert (code),AOD (unitless),AOD source,AOD uncert (code),Alb (unitless),Alb source,Alb uncert (code),Lprecip depth (mm),Lprecip quantity (hr),Lprecip source,Lprecip uncert (code)
01/01/2005,01:00,,,0,2,,0,2,,0,2,,,,,,,,,,,,,,,,,,,,26,,,,,,88,,,,,,,,,5,,,,,,,,,,,,,,,0.14,,,,,,
01/01/2005,02:00,,,0,2,,0,2,,0,2,,,,,,,,,,,,,,,,,,,,26,,,,,,87,,,,,,,,,5,,,,,,,,,,,,,,,0.14,,,,,,
01/01/2005,03:00,,,0,2,,0,2,,0,2,,,,,,,,,,,,,,,,,,,,26,,,,,,86,,,,,,,,,5,,,,,,,,,,,,,,,0.14,,,,,,
01/01/2005,04:00,,,0,2,,0,2,,0,2,,,,,,,,,,,,,,,,,,,,26,,,,,,88,,,,,,,,,5,,,,,,,,,,,,,,,0.14,,,,,,
01/01/2005,05:00,,,0,2,,0,2,,0,2,,,,,,,,,,,,,,,,,,,,26,,,,,,89,,,,,,,,,4,,,,,,,,,,,,,,,0.14,,,,,,
01/01/2005,06:00,,,0,2,,0,2,,0,2,,,,,,,,,,,,,,,,,,,,25,,,,,,90,,,,,,,,,4,,,,,,,,,,,,,,,0.14,,,,,,
01/01/2005,07:00,,,47,2,,168,2,,36,2,,,,,,,,,,,,,,,,,,,,25,,,,,,89,,,,,,,,,4,,,,,,,,,,,,,,,0.14,,,,,,
01/01/2005,08:00,,,228,2,,452,2,,92,2,,,,,,,,,,,,,,,,,,,,25,,,,,,89,,,,,,,,,4,,,,,,,,,,,,,,,0.14,,,,,,
01/01/2005,09:00,,,460,2,,624,2,,136,2,,,,,,,,,,,,,,,,,,,,25,,,,,,90,,,,,,,,,4,,,,,,,,,,,,,,,0.14,,,,,,
01/01/2005,10:00,,,583,2,,453,2,,264,2,,,,,,,,,,,,,,,,,,,,25,,,,,,87,,,,,,,,,4,,,,,,,,,,,,,,,0.14,,,,,,
01/01/2005,11:00,,,773,2,,617,2,,253,2,,,,,,,,,,,,,,,,,,,,25,,,,,,86,,,,,,,,,4,,,,,,,,,,,,,,,0.14,,,,,,
01/01/2005,12:00,,,757,2,,422,2,,366,2,,,,,,,,,,,,,,,,,,,,25,,,,,,89,,,,,,,,,4,,,,,,,,,,,,,,,0.14,,,,,,
01/01/2005,13:00,,,910,2,,656,2,,288,2,,,,,,,,,,,,,,,,,,,,25,,,,,,90,,,,,,,,,4,,,,,,,,,,,,,,,0.14,,,,,,
01/01/2005,14:00,,,631,2,,304,2,,355,2,,,,,,,,,,,,,,,,,,,,25,,,,,,89,,,,,,,,,4,,,,,,,,,,,,,,,0.14,,,,,,
01/01/2005,15:00,,,477,2,,146,2,,359,2,,,,,,,,,,,,,,,,,,,,25,,,,,,90,,,,,,,,,4,,,,,,,,,,,,,,,0.14,,,,,,
01/01/2005,16:00,,,216,2,,9,2,,210,2,,,,,,,,,,,,,,,,,,,,25,,,,,,90,,,,,,,,,4,,,,,,,,,,,,,,,0.14,,,,,,
01/01/2005,17:00,,,214,2,,121,2,,158,2,,,,,,,,,,,,,,,,,,,,25,,,,,,88,,,,,,,,,4,,,,,,,,,,,,,,,0.14,,,,,,
01/01/2005,18:00,,,39,2,,0,2,,39,2,,,,,,,,,,,,,,,,,,,,25,,,,,,85,,,,,,,,,4,,,,,,,,,,,,,,,0.14,,,,,,
01/01/2005,19:00,,,3,2,,0,2,,3,2,,,,,,,,,,,,,,,,,,,,26,,,,,,84,,,,,,,,,5,,,,,,,,,,,,,,,0.14,,,,,,
01/01/2005,20:00,,,0,2,,0,2,,0,2,,,,,,,,,,,,,,,,,,,,26,,,,,,84,,,,,,,,,4,,,,,,,,,,,,,,,0.14,,,,,,
01/01/2005,21:00,,,0,2,,0,2,,0,2,,,,,,,,,,,,,,,,,,,,26,,,,,,86,,,,,,,,,4,,,,,,,,,,,,,,,0.14,,,,,,
01/01/2005,22:00,,,0,2,,0,2,,0,2,,,,,,,,,,,,,,,,,,,,25,,,,,,88,,,,,,,,,4,,,,,,,,,,,,,,,0.14,,,,,,
01/01/2005,23:00,,,0,2,,0,2,,0,2,,,,,,,,,,,,,,,,,,,,25,,,,,,87,,,,,,,,,4,,,,,,,,,,,,,,,0.14,,,,,,
01/02/2005,00:00,,,0,2,,0,2,,0,2,,,,,,,,,,,,,,,,,,,,25,,,,,,86,,,,,,,,,5,,,,,,,,,,,,,,,0.14,,,,,,
01/02/2005,01:00,,,0,2,,0,2,,0,2,,,,,,,,,,,,,,,,,,,,26,,,,,,86,,,,,,,,,6,,,,,,,,,,,,,,,0.14,,,,,,
01/02/2005,02:00,,,0,2,,0,2,,0,2,,,,,,,,,,,,,,,,,,,,25,,,,,,85,,,,,,,,,6,,,,,,,,,,,,,,,0.14,,,,,,
01/02/2005,03:00,,,0,2,,0,2,,0,2,,,,,,,,,,,,,,,,,,,,26,,,,,,83,,,,,,,,,6,,,,,,,,,,,,,,,0.14,,,,,,
01/02/2005,04:00,,,0,2,,0,2,,0,2,,,,,,,,,,,,,,,,,,,,26,,,,,,85,,,,,,,,,5,,,,,,,,,,,,,,,0.14,,,,,,
01/02/2005,05:00,,,0,2,,0,2,,0,2,,,,,,,,,,,,,,,,,,,,26,,,,,,87,,,,,,,,,5,,,,,,,,,,,,,,,0.14,,,,,,
01/02/2005,06:00,,,0,2,,0,2,,0,2,,,,,,,,,,,,,,,,,,,,25,,,,,,88,,,,,,,,,5,,,,,,,,,,,,,,,0.14,,,,,,
01/02/2005,07:00,,,44,2,,180,2,,33,2,,,,,,,,,,,,,,,,,,,,25,,,,,,89,,,,,,,,,5,,,,,,,,,,,,,,,0.14,,,,,,
01/02/2005,08:00,,,222,2,,438,2,,91,2,,,,,,,,,,,,,,,,,,,,25,,,,,,90,,,,,,,,,5,,,,,,,,,,,,,,,0.14,,,,,,
01/02/2005,09:00,,,479,2,,720,2,,107,2,,,,,,,,,,,,,,,,,,,,25,,,,,,88,,,,,,,,,5,,,,,,,,,,,,,,,0.14,,,,,,
01/02/2005,10:00,,,684,2,,796,2,,125,2,,,,,,,,,,,,,,,,,,,,25,,,,,,87,,,,,,,,,5,,,,,,,,,,,,,,,0.14,,,,,,
