0,Nairobi  Kenya,NA,3,-1.275,36.815,1651,"Data Version: 3.7 / Type: Timeseries / LatLon Resolution: 0.010 / Time Resolution: 60 minutes / Averaging Method: End of Period / TD: No / Copyright 2010-2023 Clean Power Research®, L.L.C. DownloadID=acc90ca0-d60c-4e01-b647-fc170cc3cadf",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date (MM/DD/YYYY),Time (HH:MM),ETR (W/m^2),ETRN (W/m^2),GHI (W/m^2),GHI source,GHI uncert (%),DNI (W/m^2)),DNI source,DNI uncert (%),DHI (W/m^2),DHI source,DHI uncert (%),GH illum (lx),GH illum source,Global illum uncert (%),DN illum (lx),DN illum source,DN illum uncert (%),DH illum (lx),DH illum source,DH illum uncert (%),Zenith lum (cd/m^2),Zenith lum source,Zenith lum uncert (%),TotCld (tenths),TotCld source,TotCld uncert (code),OpqCld (tenths),OpqCld source,OpqCld uncert (code),Dry-bulb (C),Dry-bulb source,Dry-bulb uncert (code),Dew-point (C),Dew-point source,Dew-point uncert (code),RHum (%),RHum source,RHum uncert (code),Pressure (mbar),Pressure source,Pressure uncert (code),Wdir (degrees),Wdir source,Wdir uncert (code),Wspd (m/s),Wspd source,Wspd uncert (code),Hvis (m),Hvis source,Hvis uncert (code),CeilHgt (m),CeilHgt source,CeilHgt uncert (code),Pwat (cm),Pwat source,Pwat uncert (code),AOD (unitless),AOD source,AOD uncert (code),Alb (unitless),Alb source,Alb uncert (code),Lprecip depth (mm),Lprecip quantity (hr),Lprecip source,Lprecip uncert (code)
01/01/2009,01:00,,,0,2,,0,2,,0,2,,,,,,,,,,,,,,,,,,,,16,,,,,,74,,,,,,,,,3,,,,,,,,,,,,,,,0.12,,,,,,
01/01/2009,02:00,,,0,2,,0,2,,0,2,,,,,,,,,,,,,,,,,,,,15,,,,,,77,,,,,,,,,3,,,,,,,,,,,,,,,0.12,,,,,,
01/01/2009,03:00,,,0,2,,0,2,,0,2,,,,,,,,,,,,,,,,,,,,14,,,,,,81,,,,,,,,,2,,,,,,,,,,,,,,,0.12,,,,,,
01/01/2009,04:00,,,0,2,,0,2,,0,2,,,,,,,,,,,,,,,,,,,,14,,,,,,85,,,,,,,,,2,,,,,,,,,,,,,,,0.13,,,,,,
01/01/2009,05:00,,,0,2,,0,2,,0,2,,,,,,,,,,,,,,,,,,,,12,,,,,,88,,,,,,,,,2,,,,,,,,,,,,,,,0.13,,,,,,
01/01/2009,06:00,,,0,2,,0,2,,0,2,,,,,,,,,,,,,,,,,,,,12,,,,,,87,,,,,,,,,2,,,,,,,,,,,,,,,0.13,,,,,,
01/01/2009,07:00,,,17,2,,85,2,,17,2,,,,,,,,,,,,,,,,,,,,13,,,,,,83,,,,,,,,,2,,,,,,,,,,,,,,,0.13,,,,,,
01/01/2009,08:00,,,191,2,,587,2,,60,2,,,,,,,,,,,,,,,,,,,,15,,,,,,71,,,,,,,,,2,,,,,,,,,,,,,,,0.13,,,,,,
01/01/2009,09:00,,,446,2,,830,2,,75,2,,,,,,,,,,,,,,,,,,,,18,,,,,,57,,,,,,,,,2,,,,,,,,,,,,,,,0.13,,,,,,
01/01/2009,10:00,,,680,2,,928,2,,85,2,,,,,,,,,,,,,,,,,,,,20,,,,,,54,,,,,,,,,3,,,,,,,,,,,,,,,0.13,,,,,,
01/01/2009,11:00,,,867,2,,985,2,,86,2,,,,,,,,,,,,,,,,,,,,22,,,,,,45,,,,,,,,,4,,,,,,,,,,,,,,,0.13,,,,,,
01/01/2009,12:00,,,991,2,,1013,2,,89,2,,,,,,,,,,,,,,,,,,,,25,,,,,,34,,,,,,,,,4,,,,,,,,,,,,,,,0.13,,,,,,
01/01/2009,13:00,,,1039,2,,1025,2,,87,2,,,,,,,,,,,,,,,,,,,,25,,,,,,29,,,,,,,,,4,,,,,,,,,,,,,,,0.13,,,,,,
01/01/2009,14:00,,,1008,2,,1021,2,,85,2,,,,,,,,,,,,,,,,,,,,28,,,,,,25,,,,,,,,,4,,,,,,,,,,,,,,,0.13,,,,,,
01/01/2009,15:00,,,901,2,,1004,2,,79,2,,,,,,,,,,,,,,,,,,,,28,,,,,,26,,,,,,,,,5,,,,,,,,,,,,,,,0.13,,,,,,
01/01/2009,16:00,,,727,2,,964,2,,74,2,,,,,,,,,,,,,,,,,,,,28,,,,,,26,,,,,,,,,5,,,,,,,,,,,,,,,0.13,,,,,,
01/01/2009,17:00,,,502,2,,885,2,,67,2,,,,,,,,,,,,,,,,,,,,27,,,,,,28,,,,,,,,,5,,,,,,,,,,,,,,,0.13,,,,,,
01/01/2009,18:00,,,246,2,,688,2,,59,2,,,,,,,,,,,,,,,,,,,,26,,,,,,32,,,,,,,,,5,,,,,,,,,,,,,,,0.13,,,,,,
01/01/2009,19:00,,,31,2,,124,2,,27,2,,,,,,,,,,,,,,,,,,,,24,,,,,,35,,,,,,,,,6,,,,,,,,,,,,,,,0.13,,,,,,
01/01/2009,20:00,,,0,2,,0,2,,0,2,,,,,,,,,,,,,,,,,,,,23,,,,,,44,,,,,,,,,5,,,,,,,,,,,,,,,0.13,,,,,,
01/01/2009,21:00,,,0,2,,0,2,,0,2,,,,,,,,,,,,,,,,,,,,20,,,,,,55,,,,,,,,,4,,,,,,,,,,,,,,,0.13,,,,,,
01/01/2009,22:00,,,0,2,,0,2,,0,2,,,,,,,,,,,,,,,,,,,,19,,,,,,63,,,,,,,,,4,,,,,,,,,,,,,,,0.13,,,,,,
01/01/2009,23:00,,,0,2,,0,2,,0,2,,,,,,,,,,,,,,,,,,,,18,,,,,,69,,,,,,,,,4,,,,,,,,,,,,,,,0.13,,,,,,
