0,Nairobi  Kenya,NA,3,-1.275,36.815,1651,"Data Version: 3.7 / Type: Timeseries / LatLon Resolution: 0.010 / Time Resolution: 60 minutes / Averaging Method: End of Period / TD: No / Copyright 2010-2023 Clean Power Research®, L.L.C. DownloadID=acc90ca0-d60c-4e01-b647-fc170cc3cadf",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date (MM/DD/YYYY),Time (HH:MM),ETR (W/m^2),ETRN (W/m^2),GHI (W/m^2),GHI source,GHI uncert (%),DNI (W/m^2)),DNI source,DNI uncert (%),DHI (W/m^2),DHI source,DHI uncert (%),GH illum (lx),GH illum source,Global illum uncert (%),DN illum (lx),DN illum source,DN illum uncert (%),DH illum (lx),DH illum source,DH illum uncert (%),Zenith lum (cd/m^2),Zenith lum source,Zenith lum uncert (%),TotCld (tenths),TotCld source,TotCld uncert (code),OpqCld (tenths),OpqCld source,OpqCld uncert (code),Dry-bulb (C),Dry-bulb source,Dry-bulb uncert (code),Dew-point (C),Dew-point source,Dew-point uncert (code),RHum (%),RHum source,RHum uncert (code),Pressure (mbar),Pressure source,Pressure uncert (code),Wdir (degrees),Wdir source,Wdir uncert (code),Wspd (m/s),Wspd source,Wspd uncert (code),Hvis (m),Hvis source,Hvis uncert (code),CeilHgt (m),CeilHgt source,CeilHgt uncert (code),Pwat (cm),Pwat source,Pwat uncert (code),AOD (unitless),AOD source,AOD uncert (code),Alb (unitless),Alb source,Alb uncert (code),Lprecip depth (mm),Lprecip quantity (hr),Lprecip source,Lprecip uncert (code)
01/01/2012,01:00,,,0,2,,0,2,,0,2,,,,,,,,,,,,,,,,,,,,16,,,,,,75,,,,,,,,,2,,,,,,,,,,,,,,,0.12,,,,,,
01/01/2012,02:00,,,0,2,,0,2,,0,2,,,,,,,,,,,,,,,,,,,,14,,,,,,83,,,,,,,,,2,,,,,,,,,,,,,,,0.12,,,,,,
01/01/2012,03:00,,,0,2,,0,2,,0,2,,,,,,,,,,,,,,,,,,,,14,,,,,,87,,,,,,,,,2,,,,,,,,,,,,,,,0.12,,,,,,
01/01/2012,04:00,,,0,2,,0,2,,0,2,,,,,,,,,,,,,,,,,,,,13,,,,,,90,,,,,,,,,1,,,,,,,,,,,,,,,0.13,,,,,,
01/01/2012,05:00,,,0,2,,0,2,,0,2,,,,,,,,,,,,,,,,,,,,13,,,,,,91,,,,,,,,,1,,,,,,,,,,,,,,,0.13,,,,,,
01/01/2012,06:00,,,0,2,,0,2,,0,2,,,,,,,,,,,,,,,,,,,,12,,,,,,90,,,,,,,,,1,,,,,,,,,,,,,,,0.13,,,,,,
01/01/2012,07:00,,,18,2,,89,2,,18,2,,,,,,,,,,,,,,,,,,,,12,,,,,,87,,,,,,,,,2,,,,,,,,,,,,,,,0.13,,,,,,
01/01/2012,08:00,,,195,2,,608,2,,59,2,,,,,,,,,,,,,,,,,,,,14,,,,,,75,,,,,,,,,1,,,,,,,,,,,,,,,0.13,,,,,,
01/01/2012,09:00,,,450,2,,855,2,,67,2,,,,,,,,,,,,,,,,,,,,17,,,,,,61,,,,,,,,,2,,,,,,,,,,,,,,,0.13,,,,,,
01/01/2012,10:00,,,683,2,,947,2,,75,2,,,,,,,,,,,,,,,,,,,,19,,,,,,53,,,,,,,,,3,,,,,,,,,,,,,,,0.13,,,,,,
01/01/2012,11:00,,,869,2,,993,2,,81,2,,,,,,,,,,,,,,,,,,,,21,,,,,,43,,,,,,,,,4,,,,,,,,,,,,,,,0.13,,,,,,
01/01/2012,12:00,,,991,2,,1014,2,,88,2,,,,,,,,,,,,,,,,,,,,23,,,,,,35,,,,,,,,,4,,,,,,,,,,,,,,,0.13,,,,,,
01/01/2012,13:00,,,1039,2,,1021,2,,91,2,,,,,,,,,,,,,,,,,,,,24,,,,,,29,,,,,,,,,4,,,,,,,,,,,,,,,0.13,,,,,,
01/01/2012,14:00,,,1007,2,,1019,2,,86,2,,,,,,,,,,,,,,,,,,,,26,,,,,,26,,,,,,,,,4,,,,,,,,,,,,,,,0.13,,,,,,
01/01/2012,15:00,,,900,2,,1004,2,,79,2,,,,,,,,,,,,,,,,,,,,26,,,,,,26,,,,,,,,,5,,,,,,,,,,,,,,,0.13,,,,,,
