0,Nairobi  Kenya,NA,3,-1.275,36.815,1651,"Data Version: 3.7 / Type: Timeseries / LatLon Resolution: 0.010 / Time Resolution: 60 minutes / Averaging Method: End of Period / TD: No / Copyright 2010-2023 Clean Power Research®, L.L.C. DownloadID=acc90ca0-d60c-4e01-b647-fc170cc3cadf",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date (MM/DD/YYYY),Time (HH:MM),ETR (W/m^2),ETRN (W/m^2),GHI (W/m^2),GHI source,GHI uncert (%),DNI (W/m^2)),DNI source,DNI uncert (%),DHI (W/m^2),DHI source,DHI uncert (%),GH illum (lx),GH illum source,Global illum uncert (%),DN illum (lx),DN illum source,DN illum uncert (%),DH illum (lx),DH illum source,DH illum uncert (%),Zenith lum (cd/m^2),Zenith lum source,Zenith lum uncert (%),TotCld (tenths),TotCld source,TotCld uncert (code),OpqCld (tenths),OpqCld source,OpqCld uncert (code),Dry-bulb (C),Dry-bulb source,Dry-bulb uncert (code),Dew-point (C),Dew-point source,Dew-point uncert (code),RHum (%),RHum source,RHum uncert (code),Pressure (mbar),Pressure source,Pressure uncert (code),Wdir (degrees),Wdir source,Wdir uncert (code),Wspd (m/s),Wspd source,Wspd uncert (code),Hvis (m),Hvis source,Hvis uncert (code),CeilHgt (m),CeilHgt source,CeilHgt uncert (code),Pwat (cm),Pwat source,Pwat uncert (code),AOD (unitless),AOD source,AOD uncert (code),Alb (unitless),Alb source,Alb uncert (code),Lprecip depth (mm),Lprecip quantity (hr),Lprecip source,Lprecip uncert (code)
01/01/2023,01:00,,,0,2,,0,2,,0,2,,,,,,,,,,,,,,,,,,,,18,,,,,,70,,,,,,,,,4,,,,,,,,,,,,,,,0.12,,,,,,
01/01/2023,02:00,,,0,2,,0,2,,0,2,,,,,,,,,,,,,,,,,,,,16,,,,,,73,,,,,,,,,3,,,,,,,,,,,,,,,0.12,,,,,,
01/01/2023,03:00,,,0,2,,0,2,,0,2,,,,,,,,,,,,,,,,,,,,15,,,,,,76,,,,,,,,,3,,,,,,,,,,,,,,,0.12,,,,,,
01/01/2023,04:00,,,0,2,,0,2,,0,2,,,,,,,,,,,,,,,,,,,,14,,,,,,77,,,,,,,,,3,,,,,,,,,,,,,,,0.13,,,,,,
01/01/2023,05:00,,,0,2,,0,2,,0,2,,,,,,,,,,,,,,,,,,,,14,,,,,,79,,,,,,,,,3,,,,,,,,,,,,,,,0.13,,,,,,
01/01/2023,06:00,,,0,2,,0,2,,0,2,,,,,,,,,,,,,,,,,,,,13,,,,,,80,,,,,,,,,2,,,,,,,,,,,,,,,0.13,,,,,,
01/01/2023,07:00,,,18,2,,85,2,,18,2,,,,,,,,,,,,,,,,,,,,13,,,,,,80,,,,,,,,,2,,,,,,,,,,,,,,,0.13,,,,,,
01/01/2023,08:00,,,194,2,,602,2,,60,2,,,,,,,,,,,,,,,,,,,,14,,,,,,72,,,,,,,,,2,,,,,,,,,,,,,,,0.13,,,,,,
01/01/2023,09:00,,,451,2,,868,2,,62,2,,,,,,,,,,,,,,,,,,,,17,,,,,,62,,,,,,,,,2,,,,,,,,,,,,,,,0.13,,,,,,
01/01/2023,10:00,,,685,2,,948,2,,76,2,,,,,,,,,,,,,,,,,,,,19,,,,,,55,,,,,,,,,3,,,,,,,,,,,,,,,0.13,,,,,,
01/01/2023,11:00,,,846,2,,835,2,,184,2,,,,,,,,,,,,,,,,,,,,21,,,,,,46,,,,,,,,,4,,,,,,,,,,,,,,,0.13,,,,,,
01/01/2023,12:00,,,830,2,,570,2,,322,2,,,,,,,,,,,,,,,,,,,,23,,,,,,40,,,,,,,,,5,,,,,,,,,,,,,,,0.13,,,,,,
01/01/2023,13:00,,,873,2,,616,2,,301,2,,,,,,,,,,,,,,,,,,,,24,,,,,,38,,,,,,,,,6,,,,,,,,,,,,,,,0.13,,,,,,
01/01/2023,14:00,,,962,2,,856,2,,188,2,,,,,,,,,,,,,,,,,,,,25,,,,,,36,,,,,,,,,6,,,,,,,,,,,,,,,0.13,,,,,,
01/01/2023,15:00,,,831,2,,796,2,,180,2,,,,,,,,,,,,,,,,,,,,25,,,,,,36,,,,,,,,,6,,,,,,,,,,,,,,,0.13,,,,,,
01/01/2023,16:00,,,706,2,,796,2,,167,2,,,,,,,,,,,,,,,,,,,,25,,,,,,36,,,,,,,,,6,,,,,,,,,,,,,,,0.13,,,,,,
01/01/2023,17:00,,,373,2,,349,2,,202,2,,,,,,,,,,,,,,,,,,,,24,,,,,,36,,,,,,,,,6,,,,,,,,,,,,,,,0.13,,,,,,
01/01/2023,18:00,,,213,2,,382,2,,110,2,,,,,,,,,,,,,,,,,,,,24,,,,,,39,,,,,,,,,6,,,,,,,,,,,,,,,0.13,,,,,,
01/01/2023,19:00,,,37,2,,75,2,,34,2,,,,,,,,,,,,,,,,,,,,22,,,,,,43,,,,,,,,,6,,,,,,,,,,,,,,,0.13,,,,,,
01/01/2023,20:00,,,0,2,,0,2,,0,2,,,,,,,,,,,,,,,,,,,,21,,,,,,50,,,,,,,,,5,,,,,,,,,,,,,,,0.13,,,,,,
01/01/2023,21:00,,,0,2,,0,2,,0,2,,,,,,,,,,,,,,,,,,,,20,,,,,,57,,,,,,,,,4,,,,,,,,,,,,,,,0.13,,,,,,
01/01/2023,22:00,,,0,2,,0,2,,0,2,,,,,,,,,,,,,,,,,,,,18,,,,,,61,,,,,,,,,4,,,,,,,,,,,,,,,0.13,,,,,,
