day,average_insolation
60.0,440.53589809190447
61.00009008090436,440.5965660369385
62.000180161808714,440.63663216970906
63.000270242713064,440.65584580424644
64.00036032361743,440.6539803711393
65.00045040452177,440.6308334765662
66.00054048542613,440.5862269347534
67.00063056633049,440.5200067747617
68.00072064723484,440.43204322249846
69.0008107281392,440.32223065884216
70.00090080904356,440.190487554752
71.00099088994791,440.03675638422345
72.00108097085227,439.8610035159298
73.00117105175663,439.663219084377
74.00126113266097,439.44341684137584
75.00135121356533,439.20163398861564
76.00144129446969,438.9379309920986
77.00153137537404,438.65239137917877
78.0016214562784,438.3451215189117
79.00171153718276,438.0162503864093
80.00180161808711,437.6659293118592
81.00189169899147,437.2943317148441
82.00198177989583,436.90165282457224
83.00207186080019,436.4881093865955
84.00216194170454,436.05393935657395
85.00225202260889,435.59940158160396
86.00234210351324,435.12477546961577
87.0024321844176,434.63036064729886
88.00252226532196,434.1164766070021
89.00261234622631,433.58346234301814
90.00270242713067,433.0316759776338
91.00279250803501,432.46149437730503
92.00288258893937,431.87331275928136
93.00297266984373,431.2675442889861
94.00306275074809,430.644619668422
95.00315283165244,430.0049867158553
96.0032429125568,429.3491099369986
97.00333299346116,428.6774700878949
98.00342307436551,427.9905637296759
99.00351315526987,427.2889027753479
100.00360323617423,426.5730140287372
101.00369331707859,425.8434387157041
102.00378339798294,425.10073200771615
103.0038734788873,424.3454625378536
104.00396355979164,423.5782119093026
105.004053640696,422.79957419637503
106.00414372160036,422.01015543808114
107.00423380250471,421.2105731242699
108.00432388340907,420.4014556743384
109.00441396431341,419.5834419085041
110.00450404521777,418.7571805116295
111.00459412612213,417.92332948957824
112.00468420702649,417.08255561808465
113.00477428793084,416.23553388411506
114.0048643688352,415.3829469196992
115.00495444973956,414.52548442821967
116.00504453064391,413.6638426031479
117.00513461154827,412.7987235392268
118.00522469245263,411.9308346361127
119.00531477335699,411.06088799450015
120.00540485426134,410.18959980477337
121.0054949351657,409.31768972824614
122.00558501607004,408.44588027107324
123.0056750969744,407.57489615094255
124.00576517787876,406.7054636566863
125.00585525878311,405.83831000097604
126.00594533968747,404.97416266630364
127.00603542059183,404.11374874448376
128.00612550149617,403.2577942699509
129.00621558240053,402.4070235471686
130.0063056633049,401.5621584725057
131.00639574420924,400.72391785098415
132.0064858251136,399.8930167083498
133.00657590601796,399.07016559896203
134.00666598692231,398.2560699100555
135.00675606782667,397.4514291629729
136.00684614873103,396.65693631202345
137.0069362296354,395.8732770416759
138.00702631053974,395.1011290628468
139.00711639144407,394.3411614090996
140.00720647234846,393.5940337336264
141.0072965532528,392.86039560793193
142.00738663415717,392.1408858231957
143.0074767150615,391.4361316953392
144.0075667959659,390.74674837486725
145.00765687687021,390.07333816260734
146.0077469577746,389.416489832507
147.00783703867893,388.7767779626909
148.0079271195833,388.1547622760198
149.00801720048764,387.5509869914156
150.008107281392,386.96598018725666
151.00819736229636,386.40025317815696
152.00828744320071,385.85429990646725
153.00837752410507,385.32859634984703
154.00846760500943,384.823599946254
155.0085576859138,384.33974903770576
156.00864776681814,383.8774623341499
157.0087378477225,383.437138398771
158.00882792862683,383.01915515603633
159.00891800953121,382.623869423753
160.00900809043554,382.25161647037277
161.00909817133993,381.9027095987378
162.00918825224426,381.5774397574048
