day,average_insolation
60.0,444.75725081917585
61.00009008090436,444.5455920046265
62.000180161808714,444.3122829265223
63.000270242713064,444.0571685447292
64.00036032361743,443.78011759410265
65.00045040452177,443.4810226029417
66.00054048542613,443.15979988581404
67.00063056633049,442.81638951166093
68.00072064723484,442.45075524809596
69.0008107281392,442.0628844827895
70.00090080904356,441.65278812282367
71.00099088994791,441.2205004728857
72.00108097085227,440.76607909314646
73.00117105175663,440.2896046376589
74.00126113266097,439.7911806740825
75.00135121356533,439.27093348552626
76.00144129446969,438.7290118552667
77.00153137537404,438.16558683509334
78.0016214562784,437.58085149798296
79.00171153718276,436.9750206758011
80.00180161808711,436.34833068268796
81.00189169899147,435.70103902476313
82.00198177989583,435.0334240967555
83.00207186080019,434.3457848661375
84.00216194170454,433.63844054530915
85.00225202260889,432.91173025235423
86.00234210351324,432.1660126608607
87.0024321844176,431.40166563926095
88.00252226532196,430.6190858801339
89.00261234622631,429.81868851986434
90.00270242713067,429.0009067490396
91.00279250803501,428.1661914139297
92.00288258893937,427.31501060936597
93.00297266984373,426.4478492633169
94.00306275074809,425.56520871341803
95.00315283165244,424.66760627569806
96.0032429125568,423.755574805713
97.00333299346116,422.82966225227506
98.00342307436551,421.89043120393893
99.00351315526987,420.9384584283871
100.00360323617423,419.9743344048322
101.00369331707859,418.9986628495329
102.00378339798294,418.0120602345001
103.0038734788873,417.0151552994546
104.00396355979164,416.00858855707514
105.004053640696,414.99301179156544
106.00414372160036,413.9690875505491
107.00423380250471,412.93748863029634
108.00432388340907,411.89889755426594
109.00441396431341,410.8540060449462
110.00450404521777,409.8035144889662
111.00459412612213,408.7481313954451
112.00468420702649,407.68857284754404
113.00477428793084,406.6255619471867
114.0048643688352,405.559828252912
115.00495444973956,404.4921072108296
116.00504453064391,403.4231395786555
117.00513461154827,402.3536708428108
118.00522469245263,401.2844506285816
119.00531477335699,400.2162321033483
120.00540485426134,399.14977137291345
121.0054949351657,398.0858268709749
122.00558501607004,397.02515874180915
123.0056750969744,395.968528216262
124.00576517787876,394.916696981165
125.00585525878311,393.87042654232977
126.00594533968747,392.8304775813014
127.00603542059183,391.7976093060929
128.00612550149617,390.77257879615456
129.00621558240053,389.7561403418774
130.0063056633049,388.74904477896837
131.00639574420924,387.75203881808187
132.0064858251136,386.7658643701389
133.00657590601796,385.7912578678111
134.00666598692231,384.8289495837
135.00675606782667,383.8796629457891
136.00684614873103,382.9441138508035
137.0069362296354,382.0230099761581
138.00702631053974,381.1170500912356
139.00711639144407,380.22692336878276
140.00720647234846,379.3533086972702
141.0072965532528,378.49687399511237
142.00738663415717,377.6582755276921
143.0074767150615,376.83815722819094
144.0075667959659,376.0371500232655
145.00765687687021,375.2558711646627
146.0077469577746,374.4949235679038
147.00783703867893,373.7548951592091
148.0079271195833,373.03635823187085
149.00801720048764,372.3398688133099
150.008107281392,371.6659660440837
151.00819736229636,371.01517157012734
152.00828744320071,370.38798894953555
153.00837752410507,369.78490307519303
154.00846760500943,369.2063796145746
155.0085576859138,368.65286446803003
156.00864776681814,368.1247832468585
157.0087378477225,367.62254077246763
158.00882792862683,367.14652059788745
159.00891800953121,366.69708455287645
160.00900809043554,366.2745723138292
161.00909817133993,365.87930099964365
162.00918825224426,365.5115647946618
163.00927833314864,365.1716345997366
164.00936841405297,364.85975771241647
165.00945849495736,364.5761575371693
166.0095485758617,364.3210333264887
167.00963865676604,364.09455995364857
168.0097287376704,363.89688771778054
169.00981881857476,363.7281421818604
170.00990889947911,363.58842404409324
171.00999898038347,363.47780904308866
172.01008906128783,363.3963478971123
173.0101791421922,363.34406627760126
174.01026922309654,363.32096481702
175.01035930400087,363.32701915102905
176.01044938490526,363.362179994832
177.0105394658096,363.42637325345993
178.01062954671397,363.51950016564626
179.0107196276183,363.6414374808441
180.0108097085227,363.79203766883705
181.01089978942701,363.9711291612946
182.0109898703314,364.1785166245366
183.01107995123573,364.4139812626762
184.0111700321401,364.6772811502309
185.01126011304444,364.9681515932112
186.0113501939488,365.28630551762785
187.01144027485316,365.63143388428904
188.01153035575751,366.00320612870036
189.01162043666187,366.4012706248337
190.01171051756623,366.8252551714771
191.0118005984706,367.274767499848
192.01189067937494,367.74939580111806
193.0119807602793,368.24870927247434
194.01207084118366,368.7722586803264
195.01216092208801,369.3195769392622
196.01225100299237,369.8901797053473
197.01234108389673,370.48356598237564
198.01243116480106,371.0992187396827
199.01252124570541,371.7366055401567
200.01261132660977,372.39517917709907
201.01270140751413,373.07437831862234
202.0127914884185,373.7736281582996
203.01288156932284,374.492341070823
204.0129716502272,375.2299172714683
205.01306173113156,375.98574547821056
206.01315181203591,376.7592035753841
207.01324189294027,377.5496592778309
208.01333197384463,378.3564707945401
209.013422054749,379.17898749083236
210.01351213565334,380.016550548206
211.0136022165577,380.86849362101384
212.01369229746206,381.7341434892082
213.01378237836641,382.6128207064425
214.01387245927077,383.50384024288206
215.01396254017513,384.40651212213623
216.01405262107946,385.3201420517777
217.01414270198381,386.24403204697853
218.01423278288817,387.1774810468426
219.01432286379253,388.11978552306897
220.0144129446969,389.070240080638
221.01450302560124,390.0281380502552
222.0145931065056,390.9927720723402
223.01468318740996,391.96343467239114
224.01477326831431,392.93941882760237
225.01486334921867,393.92001852464847
226.01495343012303,394.9045293085873
227.0150435110274,395.8922488228726
228.01513359193174,396.882477340495
229.0152236728361,397.87451828630293
230.01531375374046,398.8676787505796
231.01540383464481,399.8612699939782
232.01549391554917,400.85460794393646
233.01558399645353,401.84701368271345
234.01567407735786,402.83781392720294
235.01576415826221,403.82634150069725
236.01585423916657,404.81193579677773
237.01594432007093,405.7939432355253
238.0160344009753,406.77171771224414
239.01612448187964,407.7446210388969
240.016214562784,408.712023378452
241.01630464368836,409.6733036723412
242.01639472459271,410.6278500612235
243.01648480549707,411.57506029924724
244.01657488640143,412.51434216199294
245.0166649673058,413.44511384827194
246.01675504821014,414.3668043759493
247.0168451291145,415.2788539719379
248.01693521001886,416.1807144565077
249.01702529092321,417.07184962203246
250.01711537182757,417.9517356062807
251.01720545273193,418.81986126034167
252.0172955336363,419.67572851125533
253.01738561454061,420.5188527193977
254.01747569544497,421.34876303064976
255.01756577634933,422.1650027233547
256.01765585725366,422.9671295500488
257.01774593815804,423.75471607392154
258.01783601906243,424.5273499999381
259.01792609996676,425.28463450053295
260.0180161808711,426.0261885357522
261.0181062617755,426.75164716769746
262.01819634267986,427.46066186909525
263.0182864235842,428.1529008257884
264.0183765044885,428.82804923291343
265.0184665853929,429.4858095845001
266.0185566662973,430.1259019562005
267.0186467472016,430.7480642808207
268.01873682810594,431.3520526163
269.01882690901033,431.9376414057498
270.0189169899147,432.5046237291351
271.01900707081904,433.0528115461459
272.0190971517234,433.58203592977947
273.0191872326277,434.0921472901161
274.0192773135321,434.5830155877488
275.0193673944365,435.0545305362836
276.0194574753408,435.5066017933104
277.01954755624513,435.9391591391999
278.0196376371495,436.35215264306174
279.0197277180539,436.7455528151647
280.01981779895823,437.11935074509074
281.01990787986256,437.47355822487026
282.01999796076694,437.8082078563135
283.02008804167133,438.1233531417312
284.02017812257566,438.4190685572095
285.02026820348,438.69544960758736
286.0203582843844,438.95261286225127
287.02044836528876,439.1906959708549
288.0205384461931,439.4098576580485
289.0206285270974,439.61027769628197
290.02071860800174,439.7921568557426
291.02080868890613,439.9557168304712
292.0208987698105,440.10120013969674
293.02098885071484,440.2288700034228
294.0210789316192,440.33901019130155
295.02116901252356,440.43192484383184
296.02125909342794,440.5079382649306
297.0213491743323,440.5673946849311
298.0214392552366,440.6106579930869
299.021529336141,440.6381114386745
300.0216194170454,440.65015729982156
301.0217094979497,440.6472165192177
302.02179957885403,440.6297283059029
