"","full_name","name","id","spkid","orbit_id","class","price","profit","spec_B","dv","a","q","e","i","H","moid","moid_ld","moid_jup","BV","UB","epoch","epoch_cal","epoch_mjd","om","n","est_diameter","rms","closeness","per","equinox","albedo","score","tp","n_obs_used","ma","pdes","ad","neo","pha","spec_T","IR","diameter"
"1","1 Ceres","Ceres","a0000001",2000001,"34","MBA",8123022111651.3,522924215944.277,"C",NA,2.76916514634948,2.55868359623068,0.0760090276292367,10.5940673259029,3.34,1.59478,620.6405326,2.09753,0.713,0.426,2458600.5,20190427,58600,80.3055308409398,0.213885226856423,NA,0.36954,2640.08022418628,1683.14570057548,"J2000",0.09,132.024011209314,2458238.75412875,5993,77.3720977376821,"1",2.97964669646827,"N","N","G",NA,939.4
"2","2 Pallas","Pallas","a0000002",2000002,"34","MBA",1778134717223.65,114544028871.987,"B",NA,2.77246592281575,2.13386496007724,0.230336812251939,34.8362346055791,4.13,1.23324,479.9400108,1.85493,0.635,0.284,2458600.5,20190427,58600,173.080061827695,0.213503376995055,NA,0.35911,2641.82349722356,1686.15599934206,"J2000",0.101,132.111174861178,2458320.88320038,8441,59.6991309840538,"2",3.41106688555426,"N","N","B",NA,545
"3","3 Juno","Juno","a0000003",2000003,"107","MBA",2.70833333333333e-44,1.74643764152265e-45,"Sk",NA,2.66914951564911,1.98333206008703,0.256942314973798,12.9889194392385,5.33,1.03454,402.6119318,2.18657,0.824,0.433,2458600.5,20190427,58600,169.852754803753,0.226018881238213,NA,0.31378,2644.52071857578,1592.7872840879,"J2000",0.214,5.41666666666667e-56,2458445.97742739,7010,34.9250189865009,"3",3.35496697121118,"N","N","S",NA,246.596
"4","4 Vesta","Vesta","a0000004",2000004,"34","MBA",2.64541666666667e-43,1.70927041382339e-44,"V",NA,2.36141789587728,2.15190945364305,0.0887214595095618,7.14177081187343,3.2,1.13948,443.4514316,2.46988,0.782,0.492,2458600.5,20190427,58600,103.810804427096,0.271609401531315,NA,0.39592,2649.79755802652,1325.43276473622,"J2000",0.4228,5.29083333333333e-55,2458247.55958019,9325,95.8619362001768,"4",2.57092633811151,"N","N","V",NA,525.4
"5","5 Astraea","Astraea","a0000005",2000005,"107","MBA",2.885e-45,1.86108680862894e-46,"S",NA,2.57424891828596,2.0823240496395,0.191094522814835,5.36698817793624,6.85,1.09589,426.4875113,1.9604,0.826,0.411,2458600.5,20190427,58600,141.576595722051,0.23863177163456,NA,0.49752,2645.55514683491,1508.60045807858,"J2000",0.274,5.77e-57,2458925.82846823,2695,282.36629126204,"5",3.06617378693241,"N","N","S",NA,106.699
"6","6 Hebe","Hebe","a0000006",2000006,"85","MBA",1.416e-44,9.1475126981123e-46,"S",NA,2.42515999086816,1.93283528016974,0.203007105738281,14.7379006815733,5.71,0.973965,379.03795905,2.6358,0.822,0.399,2458600.5,20190427,58600,138.64020408606,0.260971740274011,NA,0.39825,2649.32826676411,1379.45970556817,"J2000",0.2679,2.832e-56,2458270.20400091,5986,86.1979216869215,"6",2.91748470156658,"N","N","S",NA,185.18
"7","7 Iris","Iris","a0000007",2000007,"108","MBA",1.39357142857143e-44,9.00751202990422e-46,"S",NA,2.38533381395173,1.83383082935513,0.23120578820913,5.52365143813313,5.51,0.8461,329.276737,2.47021,0.855,0.484,2458600.5,20190427,58600,259.563232638028,0.267534827919421,NA,0.36591,2650.7674106458,1345.61919582458,"J2000",0.2766,2.78714285714286e-56,2458075.63504521,5110,140.419655360394,"7",2.93683679854833,"N","N","S",NA,199.83
"8","10 Hygiea","Hygiea","a0000010",2000010,"90","MBA",750199859282.025,48170187677.3701,"C",NA,3.14153917847631,2.78823961585673,0.112460657832996,3.83156026084439,5.43,1.77839,692.0960363,1.53558,0.696,0.351,2458600.5,20190427,58600,283.202166356786,0.177006964157215,NA,0.53109,2633.28196994625,2033.81828344479,"J2000",0.0717,131.684098497312,2457740.73241082,3341,152.184850842261,"10",3.49483874109588,"N","N","C",NA,407.12
"9","11 Parthenope","Parthenope","a0000011",2000011,"102","MBA",5.63777777777778e-45,3.63957429243679e-46,"Sk",NA,2.45310938059135,2.2066399303386,0.100472262754681,4.629886722119,6.55,1.19322,464.3654274,2.54671,0.837,0.417,2458600.5,20190427,58600,125.546585122269,0.256524413946747,NA,0.44295,2647.51628927934,1403.37519716441,"J2000",0.191,1.12755555555556e-56,2458916.52962612,5420,278.930685368802,"11",2.6995788308441,"N","N","S",NA,142.887
"10","12 Victoria","Victoria","a0000012",2000012,"112","MBA",9.639e+09,623297783.301658,"L",NA,2.33431508926564,1.82036527884324,0.220171566720276,8.37307433147402,7.24,0.824953,321.04695901,2.43133,0.874,0.515,2458600.5,20190427,58600,235.410183526257,0.276353429097886,NA,0.5201,2651.91504754812,1302.67969236049,"J2000",0.163,132.615030377406,2458118.01679634,2823,133.335887813963,"12",2.84826489968803,"N","N","S",NA,115.087
"11","13 Egeria","Egeria","a0000013",2000013,"86","MBA",102583113299.736,6614730010.76666,"Ch",NA,2.57598109169486,2.3567099393035,0.0851214137783476,16.5361229357477,6.74,1.43633,558.9765461,2.35787,0.745,0.452,2458600.5,20190427,58600,43.2219168881917,0.238391116463337,NA,0.55571,2644.43107958547,1510.123386059,"J2000",0.07,132.241553979273,2459324.14900028,2352,187.488506895258,"13",2.79525224408622,"N","N","G",NA,222.792
"12","14 Irene","Irene","a0000014",2000014,"78","MBA",3.84142857142857e-45,2.47751968041556e-46,"S",NA,2.58556730536876,2.15485753227278,0.166582309499986,9.12164463354672,6.3,1.17966,459.0882822,2.00868,0.833,0.388,2458600.5,20190427,58600,86.1226572240836,0.237066562665581,NA,0.50866,2644.96759932854,1518.56084616975,"J2000",0.159,7.68285714285714e-57,2457904.76353162,2603,164.935853080037,"14",3.01627707846475,"N","N","S",NA,152
"13","15 Eunomia","Eunomia","a0000015",2000015,"73","MBA",2.95769230769231e-44,1.90678007750005e-45,"S",NA,2.64410030461289,2.15207458772911,0.18608436148409,11.7524298477545,5.28,1.19485,464.9997745,2.41808,0.839,0.451,2458600.5,20190427,58600,292.93433842573,0.229238302888866,NA,0.54684,2643.89144358431,1570.41818694028,"J2000",0.248,5.91538461538462e-56,2458934.70375863,2483,283.387697552782,"15",3.13612602149667,"N","N","S",NA,231.689
"14","16 Psyche","Psyche","a0000016",2000016,"88","MBA",27673419946.6667,1779704237.57408,"X",NA,2.92381369619821,2.53328439703251,0.13356846220178,3.0960052124981,5.9,1.5358,597.687286,2.14428,0.729,0.299,2458600.5,20190427,58600,150.045649627816,0.197142168641366,253.158298029754,0.32792,2637.43039215946,1826.09333396803,"J2000",0.1203,131.891519607973,2458964.01493456,2246,288.335877466938,"16",3.3143429953639,"N","N","M",NA,226
"15","17 Thetis","Thetis","a0000017",2000017,"105","MBA",1.305e-45,8.42417700932895e-47,"Sl",NA,2.47035406848883,2.14171888217131,0.133031612961682,5.59120465558228,7.76,1.12981,439.6881577,2.27528,0.829,0.438,2458600.5,20190427,58600,125.552950416344,0.253843044630385,NA,0.51527,2647.35984686553,1418.19918888929,"J2000",0.193,2.61e-57,2458823.61279255,3439,303.364369442346,"17",2.79898925480635,"N","N","S",NA,84.899
"16","18 Melpomene","Melpomene","a0000018",2000018,"106","MBA",3.51285714285714e-45,2.27238317785295e-46,"S",NA,2.29665351101897,1.79673089433725,0.217674374599029,10.1287315957122,6.51,0.813258,316.49561586,2.69306,0.854,0.425,2458600.5,20190427,58600,150.38385683288,0.283178876696829,NA,0.41806,2652.87680381258,1271.28126292208,"J2000",0.181,7.02571428571429e-57,2458928.01602657,5053,267.254379496866,"18",2.79657612770069,"N","N","S",NA,139.594
"17","19 Fortuna","Fortuna","a0000019",2000019,"126","MBA",73894422709.59,4771824481.29614,"Ch",NA,2.44271069732915,2.05664796168144,0.158046851831383,1.57378230285591,7.13,1.06213,413.3491321,2.59551,0.719,0.324,2458600.5,20190427,58600,211.144043051921,0.258164202712781,NA,0.49579,2648.30991099718,1394.46133978736,"J2000",0.037,132.435495549859,2459230.56943433,3096,197.338626832263,"19",2.82877343297687,"N","N","G",NA,200
"18","20 Massalia","Massalia","a0000020",2000020,"103","MBA",5.34875e-45,3.45488689329865e-46,"S",NA,2.40978178898332,2.06743208323163,0.142066683098362,0.708751006946741,6.5,1.08461,422.0976737,2.37907,0.854,0.463,2458600.5,20190427,58600,206.108807429136,0.263473837406569,NA,0.52248,2648.97305018782,1366.35957309295,"J2000",0.241,1.06975e-56,2458153.79485595,2407,117.695118491753,"20",2.75213149473502,"N","N","S",NA,135.68
"19","21 Lutetia","Lutetia","a0000021",2000021,"103","MBA",1703699200,110029115.675346,"Xk",NA,2.43495809768925,2.03719283492802,0.163356101749225,3.06405416319266,7.35,1.02791,400.0317347,2.50926,0.686,0.189,2458600.5,20190427,58600,80.8658031084354,0.259398126993848,NA,0.37057,2648.56544408533,1387.82806249229,"J2000",0.2212,132.431679602667,2458661.04985078,4559,344.293482117767,"21",2.83272336045047,"N","N","M",NA,95.76
"20","22 Kalliope","Kalliope","a0000022",2000022,"93","MBA",7883784533.33333,506985295.623103,"X",NA,2.91484907499307,2.63013572600954,0.0976768750828745,13.7153128536447,6.45,1.64321,639.4880357,2.12719,0.715,0.234,2458600.5,20190427,58600,66.0527698913163,0.198052333950705,NA,0.45122,2637.28231551002,1817.7013762918,"J2000",0.166,131.879883344568,2459425.67868852,2853,196.571434812838,"22",3.1995624239766,"N","N","M",NA,167.536
"21","23 Thalia","Thalia","a0000023",2000023,"89","MBA",2.07e-45,1.33509645725158e-46,"S",NA,2.62568342883259,2.00869005360568,0.234983916359345,10.1142582218338,6.95,1.04633,407.2002461,1.92903,0.859,0.442,2458600.5,20190427,58600,66.8468096348946,0.231654386920691,NA,0.50248,2645.07690477681,1554.03920808652,"J2000",0.2536,4.14e-57,2458704.87883755,2115,335.820184378721,"23",3.24267680405951,"N","N","S",NA,107.53
"22","24 Themis","Themis","a0000024",2000024,"110","MBA",52830729020.1275,3392514128.97431,"B",NA,3.13617131269677,2.74495659804208,0.124742775712174,0.751586711115893,7.08,1.75813,684.2114521,1.4874,0.684,0.336,2458600.5,20190427,58600,35.925886630977,0.177461605812724,NA,0.52952,2633.48632144844,2028.60781266631,"J2000",0.067,131.694316072422,2458627.50648286,3309,355.207386183664,"24",3.52738602735146,"N","N","C",NA,198
"23","25 Phocaea","Phocaea","a0000025",2000025,"93","MBA",5.99e-40,3.87173981588768e-41,"S",NA,2.40016056631098,1.7890463285871,0.254613898045645,21.604841100137,7.83,0.923495,359.39654915,2.52686,0.932,0.513,2458600.5,20190427,58600,214.130608548568,0.2650596557723,NA,0.46346,2650.79014783522,1358.18481673899,"J2000",0.35,1.198e-51,2457948.30186055,2864,172.871414338733,"25",3.01127480403486,"N","N","S",NA,61.054
"24","26 Proserpina","Proserpina","a0000026",2000026,"114","MBA",7.48e-40,4.82000918803619e-41,"S",NA,2.65433088715655,2.41505658977712,0.0901448642055882,3.56341374818385,7.4,1.40287,545.9549179,2.10282,0.891,0.525,2458600.5,20190427,58600,45.7779967812011,0.227914251624621,NA,0.52805,2642.66597898178,1579.54141715072,"J2000",0.1966,1.496e-51,2458136.6255138,2101,105.723606369516,"26",2.89360518453597,"N","N","S",NA,94.8
"25","27 Euterpe","Euterpe","a0000027",2000027,"103","MBA",3.098e-45,2.00256987663515e-46,"S",NA,2.34666441484277,1.94016151329819,0.173225834496584,1.58371332528475,7,0.956809,372.36135853,2.43402,0.878,0.502,2458600.5,20190427,58600,94.787924972261,0.27417483600759,NA,0.52835,2650.95448425573,1313.03078445184,"J2000",0.215,6.196e-57,2458690.5299563,2642,335.316051496104,"27",2.75316731638735,"N","N","S",NA,96
"26","28 Bellona","Bellona","a0000028",2000028,"100","MBA",2.625e-45,1.6901935102359e-46,"S",NA,2.7757659324725,2.35423089283492,0.151862602932843,9.42954942701311,7.09,1.37086,533.4975862,1.85813,0.845,0.469,2458600.5,20190427,58600,144.296165475096,0.213122750292062,NA,0.54288,2640.60309267631,1689.16739065472,"J2000",0.1763,5.25e-57,2459006.61305947,2545,273.448067836794,"28",3.19730097211009,"N","N","S",NA,120.9
"27","29 Amphitrite","Amphitrite","a0000029",2000029,"143","MBA",1.27415384615385e-44,8.21733522871989e-46,"S",NA,2.55411356493733,2.36844090346979,0.0726955386856887,6.08252245688449,5.85,1.3871,539.817707,2.47768,0.838,0.449,2458600.5,20190427,58600,356.341729977781,0.241459206147271,NA,0.52878,2644.8749325257,1490.93507654634,"J2000",0.216,2.54830769230769e-56,2458914.27841401,2281,284.235313246958,"29",2.73978622640488,"N","N","S",NA,189.559
"28","30 Urania","Urania","a0000030",2000030,"105","MBA",2.252e-45,1.45517474156262e-46,"Sl",NA,2.36557213441432,2.06377011542435,0.127580983306048,2.09574537856087,7.57,1.0709,416.762153,2.73561,0.873,0.459,2458600.5,20190427,58600,307.46855085242,0.270894245961113,NA,0.46376,2649.9810426581,1328.93188160105,"J2000",0.192,4.504e-57,2458493.08556563,3168,29.0979522050489,"30",2.66737415340428,"N","N","S",NA,92.787
"29","31 Euphrosyne","Euphrosyne","a0000031",2000031,"94","MBA",143323883195.261,9206898230.6546,"Cb",NA,3.15540230360639,2.45850953823533,0.220857024974142,26.3033445302053,6.74,1.56992,610.9657664,1.95722,0.687,0.317,2458600.5,20190427,58600,31.1185728719851,0.175841737553395,NA,0.5147,2634.45498277592,2047.29551134403,"J2000",0.053,131.742749138796,2458104.78637446,2068,87.1671452430197,"31",3.85229506897745,"N","N","C",NA,267.08
"30","32 Pomona","Pomona","a0000032",2000032,"102","MBA",9.34258068043454e-38,6.02352532687664e-39,"S",NA,2.58850776252398,2.37909394900948,0.0809013658550148,5.52395114567172,7.56,1.37704,535.9026568,2.16968,0.857,0.429,2458600.5,20190427,58600,220.441543325217,0.23666272802556,NA,0.576,2644.11225616129,1521.15207579759,"J2000",0.2564,1.86851613608691e-49,2458465.62025895,2019,31.9210074715497,"32",2.79792157603847,"N","N","S",NA,80.76
"31","33 Polyhymnia","Polyhymnia","a0000033",2000033,"36","MBA",6.2e-45,3.99418791103815e-46,"Sq",NA,2.87345553103382,1.92134665038382,0.331346307735428,1.85284483400156,8.55,0.913808,355.62665936,1.60077,0.848,0.438,2458600.5,20190427,58600,8.46633174375268,0.202347271755998,NA,0.50179,2641.99997330934,1779.11961389876,"J2000",0.24,1.24e-56,2458689.37898985,2643,342.015578886787,"33",3.82556441168382,"N","N","S",NA,52.929
"32","34 Circe","Circe","a0000034",2000034,"73","MBA",31424767137.5175,2024495336.67791,"Ch",NA,2.68738341132637,2.40266038749285,0.105948046949128,5.49601683246763,8.51,1.41435,550.4225895,2.02034,0.707,0.357,2458600.5,20190427,58600,184.36129724784,0.223722480490729,NA,0.50264,2642.04808859272,1609.13645875171,"J2000",0.052,132.122404429636,2458034.23162375,2919,126.686965758446,"34",2.97210643515988,"N","N","C",NA,132.992
"33","35 Leukothea","Leukothea","a0000035",2000035,"45","MBA",852254808307179520,54808571412396088,"C",NA,2.99407183575742,2.3186446649884,0.22558816482042,7.93271223271286,8.5,1.31998,513.6966166,1.34373,0.703,0.335,2458600.5,20190427,58600,353.738941464017,0.190243904150356,NA,0.48,2637.39408402967,1892.30767528551,"J2000",0.066,131.889704201484,2459361.36410553,2850,215.250242035902,"35",3.66949900652644,"N","N","C",NA,103.055
"34","37 Fides","Fides","a0000037",2000037,"118","MBA",2.25613287142566e-37,1.45443925103508e-38,"S",NA,2.64228330713938,2.17828474138868,0.175605153503785,3.07080953273865,7.29,1.19442,464.8324314,2.19184,0.843,0.414,2458600.5,20190427,58600,7.26908294603083,0.229474801194146,NA,0.49653,2643.78977570217,1568.7997031771,"J2000",0.1826,4.51226574285132e-49,2458680.93350042,2466,341.542538481411,"37",3.10628187289008,"N","N","S",NA,108.35
"35","38 Leda","Leda","a0000038",2000038,"101","MBA",49227824514.465,3170660982.91602,"Cgh",NA,2.73945492963342,2.31488727455142,0.154982529732223,6.97097521338227,8.32,1.33232,518.4989744,1.97467,0.726,0.419,2458600.5,20190427,58600,295.720024093473,0.21737411876079,NA,0.47099,2641.40606137937,1656.13092327777,"J2000",0.055,132.090303068968,2458577.82610973,2187,4.92871691643314,"38",3.16402258471541,"N","N","C",NA,92.255
"36","39 Laetitia","Laetitia","a0000039",2000039,"102","MBA",4.394e-45,2.82893153189885e-46,"S",NA,2.76931901370579,2.46060758041819,0.111475576399738,10.3689811524705,6,1.46215,569.0249155,2.37343,0.898,0.494,2458600.5,20190427,58600,156.953100328724,0.213867401446757,NA,0.3993,2640.3310886617,1683.28598732062,"J2000",0.269,8.788e-57,2458873.80341695,5712,301.549308410822,"39",3.0780304469934,"N","N","S",NA,179.484
"37","40 Harmonia","Harmonia","a0000040",2000040,"113","MBA",2.44224762765314e-37,1.57940373706903e-38,"S",NA,2.26724651934877,2.1606375769631,0.0470213280628561,4.25740061273619,7,1.16159,452.0559803,2.79762,0.854,0.432,2458600.5,20190427,58600,94.1888550298524,0.28870609870345,NA,0.42036,2652.15847113313,1246.94283084674,"J2000",0.22,4.88449525530629e-49,2458228.06261899,5019,107.524943281336,"40",2.37385546173444,"N","N","S",NA,111.251
"38","41 Daphne","Daphne","a0000041",2000041,"123","MBA",54400625689.365,3505879180.599,"Ch",NA,2.76043870799242,2.00016549041275,0.275417532502502,15.7921005371799,7.12,1.02633,399.4168461,1.56613,0.726,0.363,2458600.5,20190427,58600,178.086737037136,0.214900245166699,NA,0.46648,2642.95066335534,1675.19585527111,"J2000",0.059,132.167533167767,2457975.32994089,2298,134.349198973748,"41",3.52071192557208,"N","N","C",NA,205.495
"39","42 Isis","Isis","a0000042",2000042,"100","MBA",8073333333.33333,521523841.090456,"L",NA,2.44170351943927,1.89763544079733,0.222823153716422,8.51462099566859,7.53,0.899544,350.07553848,2.35747,0.874,0.462,2458600.5,20190427,58600,84.197338863596,0.258323954349275,NA,0.56217,2649.21550456461,1393.59898274572,"J2000",0.139,132.476921894897,2459206.66027798,2495,203.414280021619,"42",2.98577159808122,"N","N","S",NA,110.997
"40","43 Ariadne","Ariadne","a0000043",2000043,"107","MBA",1.27e-45,8.22133551316343e-47,"Sk",NA,2.20347509373306,1.83258206959094,0.168321859047549,3.47139898526854,7.93,0.81586,317.5082362,2.55396,0.863,0.49,2458600.5,20190427,58600,264.810208852274,0.301329641536268,NA,0.54119,2654.81740793768,1194.70490246035,"J2000",0.234,2.54e-57,2458142.70711058,2320,137.946567266204,"43",2.57436811787518,"N","N","S",NA,71.34
"41","44 Nysa","Nysa","a0000044",2000044,"113","MBA",50855936092849488,3284550796030634,"Xc",NA,2.42345109876399,2.06496719161308,0.147922896952097,3.70655325469274,7.03,1.08194,421.0585898,2.30904,0.703,0.245,2458600.5,20190427,58600,131.547555319749,0.261247824546891,NA,0.5456,2648.6851430445,1378.00190537236,"J2000",0.482,132.454257152225,2458283.90903568,2520,82.7087006986245,"44",2.78193500591491,"N","N","E",NA,70.64
"42","45 Eugenia","Eugenia","a0000045",2000045,"102","MBA",50262384749.445,3236995665.66342,"C",NA,2.72088262713294,2.49113572182437,0.0844383741575282,6.60352655719412,7.46,1.4906,580.096802,2.06419,0.676,0.274,2458600.5,20190427,58600,147.608419018687,0.219603553013133,NA,0.48129,2641.16195691253,1639.31773899155,"J2000",0.045,132.078097845627,2458425.79962721,3208,38.3648225766407,"45",2.95062953244151,"N","N","FC",NA,202.327
"43","46 Hestia","Hestia","a0000046",2000046,"150","MBA",7031882880,453772383.948433,"Xc",NA,2.52578844781982,2.09134722688923,0.172002220259414,2.34967461874784,8.36,1.08671,422.9149307,2.48559,0.692,0.226,2458600.5,20190427,58600,181.087489075012,0.24553229036575,NA,0.51763,2646.44235443223,1466.20226392112,"J2000",0.046,132.336181487372,2458315.81066014,3096,69.9004256575701,"46",2.96022966875041,"N","N","P",NA,112.414
"44","47 Aglaja","Aglaja","a0000047",2000047,"107","MBA",34604342441.9875,2226103228.28208,"B",NA,2.88142942033644,2.50739895287384,0.129807263305768,4.97520819490554,7.84,1.49661,582.4357137,2.04817,0.665,0.3,2458600.5,20190427,58600,3.08137869887515,0.201507908167452,NA,0.48926,2638.21815026698,1786.53038123368,"J2000",0.082,131.930907513349,2458341.06189412,2454,52.2788300138033,"47",3.25545988779904,"N","N","C",NA,168.174
"45","48 Doris","Doris","a0000048",2000048,"167","MBA",57849159805.965,3714842429.77151,"Ch",NA,3.11008809630146,2.88478124621928,0.0724438804000818,6.5474164886317,6.9,1.90839,742.6881363,1.88458,0.716,0.442,2458600.5,20190427,58600,183.553977149462,0.179698742237322,NA,0.53516,2633.53653134008,2003.35292010314,"J2000",0.065,131.696826567004,2458214.43837941,2594,69.374787646367,"48",3.33539494638365,"N","N","CG",NA,216.473
"46","49 Pales","Pales","a0000049",2000049,"77","MBA",48986427126.303,3147868789.31697,"Ch",NA,3.10504561652924,2.41551735870542,0.222067029918408,3.19521497004881,7.8,1.42463,554.4232571,1.65899,0.749,0.411,2458600.5,20190427,58600,285.085822240222,0.180136656119081,NA,0.55155,2635.34126395298,1998.48275057364,"J2000",0.048,131.787063197649,2459263.16669072,2374,240.62943821146,"49",3.79457387435306,"N","N","CG",NA,166.252
"47","50 Virginia","Virginia","a0000050",2000050,"106","MBA",24139738816.2,1557236154.4135,"Ch",NA,2.64879384868213,1.89127714162208,0.285985527879771,2.8382198050762,9.24,0.891422,346.91469974,2.05358,0.703,0.347,2458600.5,20190427,58600,173.528727343488,0.228629272872861,NA,0.51391,2645.56183520733,1574.60151745395,"J2000",0.05,132.298091760367,2457907.41567991,2640,158.459364142841,"50",3.40631055574218,"N","N","X",NA,84.074
"48","51 Nemausa","Nemausa","a0000051",2000051,"114","MBA",2053524083792718080,132671758692827104,"Ch",NA,2.3658353702814,2.20600104703924,0.0675593598988037,9.9771778507706,7.35,1.21015,470.9540755,2.43368,0.789,0.482,2458600.5,20190427,58600,175.97849232776,0.270849035441171,NA,0.46237,2649.5656881826,1329.15370886817,"J2000",0.105,132.49828440913,2458245.89316861,5170,96.0449182433545,"51",2.52566969352356,"N","N","CU",NA,138.159
"49","52 Europa","Europa","a0000052",2000052,"96","MBA",220936085736.84,14190673923.04,"C",NA,3.09309139080242,2.75170917886355,0.110369261300845,7.47875186581896,6.31,1.76943,688.6090731,1.66197,0.679,0.338,2458600.5,20190427,58600,128.606159155296,0.181181956720909,NA,0.51784,2634.10068257667,1986.95282088459,"J2000",0.057,131.725034128833,2459278.25014795,2969,237.203902027191,"52",3.43447360274129,"N","N","CF",NA,303.918
"50","54 Alexandra","Alexandra","a0000054",2000054,"165","MBA",52690727523.2175,3395230905.51445,"C",NA,2.71037789843171,2.17551475717792,0.197338954676128,11.7982975150135,7.66,1.16147,452.0092799,2.01258,0.727,0.357,2458600.5,20190427,58600,313.252382210421,0.220881479711271,NA,0.45713,2642.59814539623,1629.83334080603,"J2000",0.041,132.149907269811,2458517.36873204,2236,18.3621574769719,"54",3.24524103968551,"N","N","C",NA,154.137
"51","55 Pandora","Pandora","a0000055",2000055,"67","MBA",79979373421092112,5150194370631402,"X",NA,2.75983476921765,2.3652647589737,0.142968707636,7.18006915046842,7.7,1.36566,531.4739022,2.30898,0.704,0.242,2458600.5,20190427,58600,10.3813606055512,0.214970789439295,NA,0.48585,2640.83719304494,1674.64612722027,"J2000",0.204,132.061859652247,2458595.64202968,2696,1.04432171398177,"55",3.15440477946159,"N","N","M",NA,84.794
"52","56 Melete","Melete","a0000056",2000056,"105","MBA",4625042240,298385806.279582,"Xk",NA,2.5957448712755,1.97774273551854,0.238082772538923,8.08099115662806,8.31,0.980357,381.52553369,2.0909,0.697,0.312,2458600.5,20190427,58600,192.984936749998,0.235673671158345,NA,0.49525,2645.80883701595,1527.53592809322,"J2000",0.057,132.299691935278,2459082.04306946,2277,246.51297699982,"56",3.21374700703246,"N","N","P",NA,121.333
"53","57 Mnemosyne","Mnemosyne","a0000057",2000057,"32","MBA",1.3225e-44,8.49124544655481e-46,"S",NA,3.15120915230058,2.79365148291123,0.113466816104005,15.2150908081378,7.03,1.81222,705.2616574,1.95492,0.817,0.41,2458600.5,20190427,58600,199.200649892829,0.176192829564507,NA,0.4725,2633.12647351317,2043.21595203281,"J2000",0.2149,2.645e-56,2457788.38598633,2270,143.088665997971,"57",3.50876682168992,"N","N","S",NA,112.59
"54","58 Concordia","Concordia","a0000058",2000058,"112","MBA",941063731289433216,60612124036226936,"Ch",NA,2.70007575902195,2.58456009224901,0.0427823798598845,5.06541027425746,8.86,1.58633,617.3520461,2.14199,0.69,0.37,2458600.5,20190427,58600,161.107535908243,0.222146844768034,NA,0.46122,2641.41398461088,1620.54968809443,"J2000",0.044,132.090699230544,2458877.50369414,2857,298.46450335775,"58",2.81559142579489,"N","N","C",NA,106.517
"55","59 Elpis","Elpis","a0000059",2000059,"107","MBA",29890127674.5283,1925321867.08621,"B",NA,2.7118361575414,2.38833729316921,0.119291448885127,8.64168537560387,7.93,1.39378,542.4173626,2.43193,0.662,0.285,2458600.5,20190427,58600,170.02643903633,0.220703338902446,NA,0.50899,2641.62751060468,1631.14886159074,"J2000",0.044,132.101375530234,2457879.36154532,2099,159.157664758825,"59",3.03533502191359,"N","N","CP",NA,165.119
"56","60 Echo","Echo","a0000060",2000060,"114","MBA",3.15e-40,2.03538063959528e-41,"S",NA,2.39229953575061,1.95079024374725,0.184554352582287,3.60035390386517,8.21,0.971724,378.16582908,2.32639,0.854,0.452,2458600.5,20190427,58600,191.552356500329,0.266367196561743,NA,0.47455,2649.90979787212,1351.51777188357,"J2000",0.373,6.3e-52,2459169.69214259,2744,208.385884673319,"60",2.83380882775397,"N","N","S",NA,43.218
"57","61 Danae","Danae","a0000061",2000061,"36","MBA",2.89e-45,1.85802904092841e-46,"S",NA,2.98555830902005,2.49007886550945,0.165958722699753,18.1964958027665,7.68,1.4837,577.411529,1.93051,0.852,0.402,2458600.5,20190427,58600,333.655023575375,0.191058224529825,NA,0.48493,2636.6389319072,1884.24236059935,"J2000",0.203,5.78e-57,2459059.94039032,1955,272.220134748862,"61",3.48103775253065,"N","N","S",NA,85.937
"58","62 Erato","Erato","a0000062",2000062,"109","MBA",951812256758904064,61132048495804256,"Ch",NA,3.13544304903505,2.60952941915935,0.167731839376754,2.23352198432145,8.76,1.61861,629.9144537,1.74918,0.708,0.378,2458600.5,20190427,58600,125.15146699695,0.177523437430012,NA,0.52279,2633.98720776878,2027.90124623364,"J2000",0.048,131.719360388439,2459277.17276476,2737,239.874724785381,"62",3.66135667891076,"N","N","BU",NA,106.921
"59","63 Ausonia","Ausonia","a0000063",2000063,"101","MBA",7.65e-46,4.941739259503e-47,"Sa",NA,2.39543090448221,2.09143760577777,0.126905475810479,5.77558013791629,7.55,1.08249,421.2726333,2.42619,0.916,0.5,2458600.5,20190427,58600,337.73330547794,0.265845064241696,NA,0.51752,2649.197871158,1354.17221691467,"J2000",0.125,1.53e-57,2458075.54627967,2424,139.556355503708,"63",2.69942420318665,"N","N","S",NA,116.044
"60","64 Angelina","Angelina","a0000064",2000064,"112","MBA",25984208821131452,1674191141708108,"Xe",NA,2.68112484918793,2.34456481404065,0.125529415479932,1.30969354761739,7.67,1.36002,529.2789834,2.03278,0.734,0.254,2458600.5,20190427,58600,309.117472772325,0.224506292091853,NA,0.49885,2642.35732935044,1603.51853235682,"J2000",0.483,132.137866467522,2458428.11979728,2537,38.7004401417215,"64",3.01768488433521,"N","N","E",NA,58.292
